codice_regione,data,deceduti,denominazione_regione,dimessi_guariti,isolamento_domiciliare,lat,long,note_en,note_it,nuovi_positivi,ricoverati_con_sintomi,stato,tamponi,terapia_intensiva,totale_casi,totale_ospedalizzati,totale_positivi,variazione_totale_positivi
7,2020-02-26T18:00:00,0,Liguria,0,5,44.41149315,8.9326992,,,10,6,ITA,66,0,11,6,11,10
3,2020-02-26T18:00:00,9,Lombardia,0,145,45.46679409,9.190347404,,,18,79,ITA,3208,25,258,104,249,18
11,2020-02-26T18:00:00,0,Marche,0,0,43.61675973,13.5188753,,,1,1,ITA,28,0,1,1,1,1
14,2020-02-26T18:00:00,0,Molise,0,0,41.55774754,14.65916051,,,0,0,ITA,0,0,0,0,0,0
1,2020-02-26T18:00:00,0,Piemonte,0,1,45.0732745,7.680687483,,,0,2,ITA,156,0,3,2,3,0
16,2020-02-26T18:00:00,0,Puglia,0,0,41.12559576,16.86736689,,,0,0,ITA,0,0,0,0,0,0
20,2020-02-26T18:00:00,0,Sardegna,0,0,39.21531192,9.110616306,,,0,0,ITA,1,0,0,0,0,0
19,2020-02-26T18:00:00,0,Sicilia,0,2,38.11569725,13.3623567,,,0,1,ITA,5,0,3,1,3,0
9,2020-02-26T18:00:00,0,Toscana,0,0,43.76923077,11.25588885,,,0,2,ITA,363,0,2,2,2,0
4,2020-02-26T18:00:00,0,P.A. Trento,0,0,46.06893511,11.12123097,,,0,0,ITA,3,0,0,0,0,0
10,2020-02-26T18:00:00,0,Umbria,0,0,43.10675841,12.38824698,,,0,0,ITA,8,0,0,0,0,0
2,2020-02-26T18:00:00,0,Valle d'Aosta,0,0,45.73750286,7.320149366,,,0,0,ITA,7,0,0,0,0,0
5,2020-02-26T18:00:00,2,Veneto,0,45,45.43490485,12.33845213,,,28,16,ITA,4900,8,71,24,69,27
13,2020-02-27T18:00:00,0,Abruzzo,0,0,42.35122196,13.39843823,,,1,1,ITA,33,0,1,1,1,1
17,2020-02-27T18:00:00,0,Basilicata,0,0,40.63947052,15.80514834,,,0,0,ITA,0,0,0,0,0,0
4,2020-02-27T18:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,0,1,ITA,2,0,1,1,1,0
18,2020-02-27T18:00:00,0,Calabria,0,0,38.90597598,16.59440194,,,0,0,ITA,14,0,0,0,0,0
15,2020-02-27T18:00:00,0,Campania,0,1,40.83956555,14.25084984,,,3,2,ITA,10,0,3,2,3,3
8,2020-02-27T18:00:00,1,Emilia-Romagna,0,54,44.49436681,11.3417208,,,50,36,ITA,1033,6,97,42,96,50
6,2020-02-27T18:00:00,0,Friuli Venezia Giulia,0,0,45.6494354,13.76813649,,,0,0,ITA,141,0,0,0,0,0
12,2020-02-27T18:00:00,0,Lazio,3,0,41.89277044,12.48366722,,,0,0,ITA,552,0,3,0,0,0
7,2020-02-27T18:00:00,0,Liguria,0,10,44.41149315,8.9326992,,,8,9,ITA,78,0,19,9,19,8
3,2020-02-27T18:00:00,14,Lombardia,40,136,45.46679409,9.190347404,,,145,172,ITA,3320,41,403,213,349,100
11,2020-02-27T18:00:00,0,Marche,0,0,43.61675973,13.5188753,,,2,2,ITA,46,1,3,3,3,2
14,2020-02-27T18:00:00,0,Molise,0,0,41.55774754,14.65916051,,,0,0,ITA,0,0,0,0,0,0
1,2020-02-27T18:00:00,0,Piemonte,0,0,45.0732745,7.680687483,,,-1,2,ITA,156,0,2,2,2,-1
16,2020-02-27T18:00:00,0,Puglia,0,0,41.12559576,16.86736689,,,1,1,ITA,0,0,1,1,1,1
20,2020-02-27T18:00:00,0,Sardegna,0,0,39.21531192,9.110616306,,,0,0,ITA,1,0,0,0,0,0
19,2020-02-27T18:00:00,0,Sicilia,2,1,38.11569725,13.3623567,,,1,1,ITA,5,0,4,1,2,-1
9,2020-02-27T18:00:00,0,Toscana,0,0,43.76923077,11.25588885,,,0,2,ITA,410,0,2,2,2,0
4,2020-02-27T18:00:00,0,P.A. Trento,0,0,46.06893511,11.12123097,,,0,0,ITA,32,0,0,0,0,0
10,2020-02-27T18:00:00,0,Umbria,0,0,43.10675841,12.38824698,,,0,0,ITA,8,0,0,0,0,0
2,2020-02-27T18:00:00,0,Valle d'Aosta,0,0,45.73750286,7.320149366,,,0,0,ITA,9,0,0,0,0,0
5,2020-02-27T18:00:00,2,Veneto,0,82,45.43490485,12.33845213,,,40,19,ITA,6164,8,111,27,109,40
13,2020-02-28T18:00:00,0,Abruzzo,0,0,42.35122196,13.39843823,,,0,1,ITA,33,0,1,1,1,0
17,2020-02-28T18:00:00,0,Basilicata,0,0,40.63947052,15.80514834,,,0,0,ITA,0,0,0,0,0,0
4,2020-02-28T18:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,0,1,ITA,2,0,1,1,1,0
18,2020-02-28T18:00:00,0,Calabria,0,1,38.90597598,16.59440194,,,1,0,ITA,21,0,1,0,1,1
15,2020-02-28T18:00:00,0,Campania,0,2,40.83956555,14.25084984,,,1,2,ITA,213,0,4,2,4,1
8,2020-02-28T18:00:00,2,Emilia-Romagna,0,81,44.49436681,11.3417208,,,48,56,ITA,1277,6,145,62,143,47
6,2020-02-28T18:00:00,0,Friuli Venezia Giulia,0,0,45.6494354,13.76813649,,,0,0,ITA,169,0,0,0,0,0
12,2020-02-28T18:00:00,0,Lazio,3,0,41.89277044,12.48366722,,,0,0,ITA,611,0,3,0,0,0
7,2020-02-28T18:00:00,0,Liguria,0,10,44.41149315,8.9326992,,,0,9,ITA,112,0,19,9,19,0
3,2020-02-28T18:00:00,17,Lombardia,40,192,45.46679409,9.190347404,,,128,235,ITA,4835,47,531,282,474,125
11,2020-02-28T18:00:00,0,Marche,0,1,43.61675973,13.5188753,,,3,3,ITA,47,2,6,5,6,3
14,2020-02-28T18:00:00,0,Molise,0,0,41.55774754,14.65916051,,,0,0,ITA,0,0,0,0,0,0
1,2020-02-28T18:00:00,0,Piemonte,0,4,45.0732745,7.680687483,,,9,7,ITA,227,0,11,7,11,9
16,2020-02-28T18:00:00,0,Puglia,0,2,41.12559576,16.86736689,,,2,1,ITA,242,0,3,1,3,2
20,2020-02-28T18:00:00,0,Sardegna,0,0,39.21531192,9.110616306,,,0,0,ITA,1,0,0,0,0,0
19,2020-02-28T18:00:00,0,Sicilia,2,1,38.11569725,13.3623567,,,0,1,ITA,5,0,4,1,2,0
9,2020-02-28T18:00:00,0,Toscana,1,2,43.76923077,11.25588885,,,6,5,ITA,437,0,8,5,7,5
4,2020-02-28T18:00:00,0,P.A. Trento,0,0,46.06893511,11.12123097,,,0,0,ITA,32,0,0,0,0,0
10,2020-02-28T18:00:00,0,Umbria,0,0,43.10675841,12.38824698,,,0,0,ITA,8,0,0,0,0,0
2,2020-02-28T18:00:00,0,Valle d'Aosta,0,0,45.73750286,7.320149366,,,0,0,ITA,9,0,0,0,0,0
5,2020-02-28T18:00:00,2,Veneto,0,116,45.43490485,12.33845213,,,40,24,ITA,7414,9,151,33,149,40
13,2020-02-29T17:00:00,0,Abruzzo,0,0,42.35122196,13.39843823,,,1,2,ITA,43,0,2,2,2,1
17,2020-02-29T17:00:00,0,Basilicata,0,0,40.63947052,15.80514834,,,0,0,ITA,32,0,0,0,0,0
4,2020-02-29T17:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,0,1,ITA,16,0,1,1,1,0
18,2020-02-29T17:00:00,0,Calabria,0,1,38.90597598,16.59440194,,,0,0,ITA,27,0,1,0,1,0
15,2020-02-29T17:00:00,0,Campania,0,10,40.83956555,14.25084984,,,9,3,ITA,373,0,13,3,13,9
8,2020-02-29T17:00:00,4,Emilia-Romagna,0,116,44.49436681,11.3417208,,,72,86,ITA,1550,11,217,97,213,70
6,2020-02-29T17:00:00,0,Friuli Venezia Giulia,0,0,45.6494354,13.76813649,,,0,0,ITA,189,0,0,0,0,0
12,2020-02-29T17:00:00,0,Lazio,3,0,41.89277044,12.48366722,,,3,3,ITA,679,0,6,3,3,3
7,2020-02-29T17:00:00,0,Liguria,4,33,44.41149315,8.9326992,,,23,4,ITA,121,1,42,5,38,19
3,2020-02-29T17:00:00,23,Lombardia,40,216,45.46679409,9.190347404,,,84,256,ITA,5723,80,615,336,552,78
11,2020-02-29T17:00:00,0,Marche,0,3,43.61675973,13.5188753,,,5,6,ITA,68,2,11,8,11,5
14,2020-02-29T17:00:00,0,Molise,0,0,41.55774754,14.65916051,,,0,0,ITA,0,0,0,0,0,0
1,2020-02-29T17:00:00,0,Piemonte,0,4,45.0732745,7.680687483,,,0,7,ITA,308,0,11,7,11,0
16,2020-02-29T17:00:00,0,Puglia,0,2,41.12559576,16.86736689,,,0,1,ITA,252,0,3,1,3,0
20,2020-02-29T17:00:00,0,Sardegna,0,0,39.21531192,9.110616306,,,0,0,ITA,1,0,0,0,0,0
19,2020-02-29T17:00:00,0,Sicilia,2,1,38.11569725,13.3623567,,,0,1,ITA,6,0,4,1,2,0
9,2020-02-29T17:00:00,0,Toscana,1,3,43.76923077,11.25588885,,,3,7,ITA,531,0,11,7,10,3
4,2020-02-29T17:00:00,0,P.A. Trento,0,0,46.06893511,11.12123097,,,0,0,ITA,43,0,0,0,0,0
10,2020-02-29T17:00:00,0,Umbria,0,0,43.10675841,12.38824698,,,0,0,ITA,31,0,0,0,0,0
2,2020-02-29T17:00:00,0,Valle d'Aosta,0,0,45.73750286,7.320149366,,,0,0,ITA,9,0,0,0,0,0
5,2020-02-29T17:00:00,2,Veneto,0,154,45.43490485,12.33845213,,,40,24,ITA,8659,11,191,35,189,40
13,2020-03-01T17:00:00,0,Abruzzo,0,2,42.35122196,13.39843823,,,3,3,ITA,52,0,5,3,5,3
17,2020-03-01T17:00:00,0,Basilicata,0,0,40.63947052,15.80514834,,,0,0,ITA,39,0,0,0,0,0
4,2020-03-01T17:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,0,1,ITA,20,0,1,1,1,0
18,2020-03-01T17:00:00,0,Calabria,0,1,38.90597598,16.59440194,,,0,0,ITA,35,0,1,0,1,0
15,2020-03-01T17:00:00,0,Campania,0,13,40.83956555,14.25084984,,,4,4,ITA,373,0,17,4,17,4
8,2020-03-01T17:00:00,8,Emilia-Romagna,0,137,44.49436681,11.3417208,,,68,127,ITA,1795,13,285,140,277,64
6,2020-03-01T17:00:00,0,Friuli Venezia Giulia,0,6,45.6494354,13.76813649,,,6,0,ITA,243,0,6,0,6,6
12,2020-03-01T17:00:00,0,Lazio,3,0,41.89277044,12.48366722,,,0,3,ITA,724,0,6,3,3,0
7,2020-03-01T17:00:00,0,Liguria,4,8,44.41149315,8.9326992,,,-17,12,ITA,121,1,25,13,21,-17
3,2020-03-01T17:00:00,24,Lombardia,73,375,45.46679409,9.190347404,,,369,406,ITA,6879,106,984,512,887,335
11,2020-03-01T17:00:00,0,Marche,0,8,43.61675973,13.5188753,,,14,12,ITA,101,5,25,17,25,14
14,2020-03-01T17:00:00,0,Molise,0,0,41.55774754,14.65916051,,,0,0,ITA,6,0,0,0,0,0
1,2020-03-01T17:00:00,0,Piemonte,0,36,45.0732745,7.680687483,,,38,11,ITA,362,2,49,13,49,38
16,2020-03-01T17:00:00,0,Puglia,0,2,41.12559576,16.86736689,,,0,1,ITA,262,0,3,1,3,0
20,2020-03-01T17:00:00,0,Sardegna,0,0,39.21531192,9.110616306,,,0,0,ITA,29,0,0,0,0,0
19,2020-03-01T17:00:00,0,Sicilia,2,6,38.11569725,13.3623567,,,5,1,ITA,291,0,9,1,7,5
9,2020-03-01T17:00:00,0,Toscana,1,5,43.76923077,11.25588885,,,2,7,ITA,572,0,13,7,12,2
4,2020-03-01T17:00:00,0,P.A. Trento,0,0,46.06893511,11.12123097,,,0,0,ITA,122,0,0,0,0,0
10,2020-03-01T17:00:00,0,Umbria,0,2,43.10675841,12.38824698,,,2,0,ITA,35,0,2,0,2,2
2,2020-03-01T17:00:00,0,Valle d'Aosta,0,0,45.73750286,7.320149366,,,0,0,ITA,10,0,0,0,0,0
5,2020-03-01T17:00:00,2,Veneto,0,197,45.43490485,12.33845213,,,72,51,ITA,9056,13,263,64,261,72
13,2020-03-02T18:00:00,0,Abruzzo,0,2,42.35122196,13.39843823,,,0,3,ITA,52,0,5,3,5,0
17,2020-03-02T18:00:00,0,Basilicata,0,0,40.63947052,15.80514834,,,0,0,ITA,39,0,0,0,0,0
4,2020-03-02T18:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,0,1,ITA,20,0,1,1,1,0
18,2020-03-02T18:00:00,0,Calabria,0,1,38.90597598,16.59440194,,,0,0,ITA,39,0,1,0,1,0
15,2020-03-02T18:00:00,0,Campania,0,13,40.83956555,14.25084984,,,0,4,ITA,373,0,17,4,17,0
8,2020-03-02T18:00:00,11,Emilia-Romagna,0,160,44.49436681,11.3417208,,,50,148,ITA,1973,16,335,164,324,47
6,2020-03-02T18:00:00,0,Friuli Venezia Giulia,0,9,45.6494354,13.76813649,,,3,0,ITA,269,0,9,0,9,3
12,2020-03-02T18:00:00,0,Lazio,3,1,41.89277044,12.48366722,,,1,3,ITA,773,0,7,3,4,1
7,2020-03-02T18:00:00,0,Liguria,4,5,44.41149315,8.9326992,,,-3,12,ITA,121,1,22,13,18,-3
3,2020-03-02T18:00:00,38,Lombardia,139,472,45.46679409,9.190347404,,,270,478,ITA,7925,127,1254,605,1077,190
11,2020-03-02T18:00:00,1,Marche,0,11,43.61675973,13.5188753,,,10,17,ITA,137,6,35,23,34,9
14,2020-03-02T18:00:00,0,Molise,0,0,41.55774754,14.65916051,,,0,0,ITA,13,0,0,0,0,0
1,2020-03-02T18:00:00,0,Piemonte,0,37,45.0732745,7.680687483,,,2,12,ITA,434,2,51,14,51,2
16,2020-03-02T18:00:00,0,Puglia,0,2,41.12559576,16.86736689,,,1,2,ITA,278,0,4,2,4,1
20,2020-03-02T18:00:00,0,Sardegna,0,0,39.21531192,9.110616306,,,0,0,ITA,29,0,0,0,0,0
19,2020-03-02T18:00:00,0,Sicilia,2,3,38.11569725,13.3623567,,,-2,2,ITA,307,0,7,2,5,-2
9,2020-03-02T18:00:00,0,Toscana,1,5,43.76923077,11.25588885,,,0,7,ITA,613,0,13,7,12,0
4,2020-03-02T18:00:00,0,P.A. Trento,0,0,46.06893511,11.12123097,,,0,0,ITA,122,0,0,0,0,0
10,2020-03-02T18:00:00,0,Umbria,0,2,43.10675841,12.38824698,,,0,0,ITA,35,0,2,0,2,0
2,2020-03-02T18:00:00,0,Valle d'Aosta,0,0,45.73750286,7.320149366,,,0,0,ITA,11,0,0,0,0,0
5,2020-03-02T18:00:00,2,Veneto,0,204,45.43490485,12.33845213,,,10,53,ITA,9782,14,273,67,271,10
13,2020-03-03T18:00:00,0,Abruzzo,0,1,42.35122196,13.39843823,,,1,5,ITA,52,0,6,5,6,1
17,2020-03-03T18:00:00,0,Basilicata,0,1,40.63947052,15.80514834,,,1,0,ITA,42,0,1,0,1,1
4,2020-03-03T18:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,0,1,ITA,20,0,1,1,1,0
18,2020-03-03T18:00:00,0,Calabria,0,1,38.90597598,16.59440194,,,0,0,ITA,39,0,1,0,1,0
15,2020-03-03T18:00:00,0,Campania,0,19,40.83956555,14.25084984,,,13,11,ITA,405,0,30,11,30,13
8,2020-03-03T18:00:00,18,Emilia-Romagna,4,187,44.49436681,11.3417208,,,85,187,ITA,2012,24,420,211,398,74
6,2020-03-03T18:00:00,0,Friuli Venezia Giulia,0,12,45.6494354,13.76813649,,,4,1,ITA,354,0,13,1,13,4
12,2020-03-03T18:00:00,0,Lazio,3,1,41.89277044,12.48366722,,,7,10,ITA,877,0,14,10,11,7
7,2020-03-03T18:00:00,1,Liguria,4,5,44.41149315,8.9326992,,,2,12,ITA,121,2,24,14,19,1
3,2020-03-03T18:00:00,55,Lombardia,139,461,45.46679409,9.190347404,,,266,698,ITA,9577,167,1520,865,1326,249
11,2020-03-03T18:00:00,2,Marche,0,19,43.61675973,13.5188753,,,26,27,ITA,200,13,61,40,59,25
14,2020-03-03T18:00:00,0,Molise,0,0,41.55774754,14.65916051,,,3,3,ITA,13,0,3,3,3,3
1,2020-03-03T18:00:00,0,Piemonte,0,40,45.0732745,7.680687483,,,5,13,ITA,458,3,56,16,56,5
16,2020-03-03T18:00:00,0,Puglia,0,4,41.12559576,16.86736689,,,2,2,ITA,298,0,6,2,6,2
20,2020-03-03T18:00:00,0,Sardegna,0,0,39.21531192,9.110616306,,,1,1,ITA,29,0,1,1,1,1
19,2020-03-03T18:00:00,0,Sicilia,2,3,38.11569725,13.3623567,,,0,2,ITA,307,0,7,2,5,0
9,2020-03-03T18:00:00,0,Toscana,1,8,43.76923077,11.25588885,,,6,10,ITA,697,0,19,10,18,6
4,2020-03-03T18:00:00,0,P.A. Trento,0,3,46.06893511,11.12123097,,,4,1,ITA,122,0,4,1,4,4
10,2020-03-03T18:00:00,0,Umbria,0,6,43.10675841,12.38824698,,,6,1,ITA,45,1,8,2,8,6
2,2020-03-03T18:00:00,0,Valle d'Aosta,0,0,45.73750286,7.320149366,,,0,0,ITA,12,0,0,0,0,0
5,2020-03-03T18:00:00,3,Veneto,7,229,45.43490485,12.33845213,,,34,49,ITA,10176,19,307,68,297,26
13,2020-03-04T17:00:00,0,Abruzzo,0,0,42.35122196,13.39843823,,,1,7,ITA,85,0,7,7,7,1
17,2020-03-04T17:00:00,0,Basilicata,0,1,40.63947052,15.80514834,,,0,0,ITA,48,0,1,0,1,0
4,2020-03-04T17:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,0,1,ITA,20,0,1,1,1,0
18,2020-03-04T17:00:00,0,Calabria,0,1,38.90597598,16.59440194,,,0,0,ITA,46,0,1,0,1,0
15,2020-03-04T17:00:00,0,Campania,0,20,40.83956555,14.25084984,,,1,11,ITA,429,0,31,11,31,1
8,2020-03-04T17:00:00,22,Emilia-Romagna,6,234,44.49436681,11.3417208,,,124,256,ITA,2500,26,544,282,516,118
6,2020-03-04T17:00:00,0,Friuli Venezia Giulia,0,15,45.6494354,13.76813649,,,5,3,ITA,376,0,18,3,18,5
12,2020-03-04T17:00:00,0,Lazio,3,9,41.89277044,12.48366722,,,16,15,ITA,995,3,30,18,27,16
7,2020-03-04T17:00:00,1,Liguria,4,8,44.41149315,8.9326992,,,2,10,ITA,133,3,26,13,21,2
3,2020-03-04T17:00:00,73,Lombardia,250,411,45.46679409,9.190347404,,,300,877,ITA,12138,209,1820,1086,1497,171
11,2020-03-04T17:00:00,4,Marche,0,31,43.61675973,13.5188753,,,23,34,ITA,288,15,84,49,80,21
14,2020-03-04T17:00:00,0,Molise,0,0,41.55774754,14.65916051,,,0,3,ITA,19,0,3,3,3,0
1,2020-03-04T17:00:00,0,Piemonte,0,43,45.0732745,7.680687483,,,26,26,ITA,543,13,82,39,82,26
16,2020-03-04T17:00:00,1,Puglia,1,3,41.12559576,16.86736689,,,3,4,ITA,322,0,9,4,7,1
20,2020-03-04T17:00:00,0,Sardegna,0,1,39.21531192,9.110616306,,,1,1,ITA,42,0,2,1,2,1
19,2020-03-04T17:00:00,0,Sicilia,2,11,38.11569725,13.3623567,,,11,5,ITA,367,0,18,5,16,11
9,2020-03-04T17:00:00,0,Toscana,1,20,43.76923077,11.25588885,,,19,15,ITA,776,2,38,17,37,19
4,2020-03-04T17:00:00,0,P.A. Trento,0,4,46.06893511,11.12123097,,,1,1,ITA,122,0,5,1,5,1
10,2020-03-04T17:00:00,0,Umbria,0,7,43.10675841,12.38824698,,,1,1,ITA,58,1,9,2,9,1
2,2020-03-04T17:00:00,0,Valle d'Aosta,0,0,45.73750286,7.320149366,,,0,0,ITA,15,0,0,0,0,0
5,2020-03-04T17:00:00,6,Veneto,9,246,45.43490485,12.33845213,,,53,76,ITA,10515,23,360,99,345,48
13,2020-03-05T17:00:00,0,Abruzzo,0,0,42.35122196,13.39843823,,,1,8,ITA,96,0,8,8,8,1
17,2020-03-05T17:00:00,0,Basilicata,0,1,40.63947052,15.80514834,,,0,0,ITA,54,0,1,0,1,0
4,2020-03-05T17:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,0,1,ITA,20,0,1,1,1,0
18,2020-03-05T17:00:00,0,Calabria,0,1,38.90597598,16.59440194,,,1,1,ITA,53,0,2,1,2,1
15,2020-03-05T17:00:00,0,Campania,0,33,40.83956555,14.25084984,,,14,12,ITA,471,0,45,12,45,14
8,2020-03-05T17:00:00,30,Emilia-Romagna,10,299,44.49436681,11.3417208,,,154,327,ITA,2884,32,698,359,658,142
6,2020-03-05T17:00:00,0,Friuli Venezia Giulia,0,17,45.6494354,13.76813649,,,3,4,ITA,397,0,21,4,21,3
12,2020-03-05T17:00:00,0,Lazio,3,14,41.89277044,12.48366722,,,14,20,ITA,1175,7,44,27,41,14
7,2020-03-05T17:00:00,3,Liguria,4,7,44.41149315,8.9326992,,,2,11,ITA,146,3,28,14,21,0
3,2020-03-05T17:00:00,98,Lombardia,376,364,45.46679409,9.190347404,,,431,1169,ITA,12354,244,2251,1413,1777,280
11,2020-03-05T17:00:00,4,Marche,0,44,43.61675973,13.5188753,,,40,57,ITA,413,19,124,76,120,40
14,2020-03-05T17:00:00,0,Molise,0,3,41.55774754,14.65916051,,,4,4,ITA,24,0,7,4,7,4
1,2020-03-05T17:00:00,2,Piemonte,0,46,45.0732745,7.680687483,,,26,43,ITA,543,17,108,60,106,24
16,2020-03-05T17:00:00,1,Puglia,1,6,41.12559576,16.86736689,,,5,5,ITA,359,1,14,6,12,5
20,2020-03-05T17:00:00,0,Sardegna,0,0,39.21531192,9.110616306,,,0,2,ITA,50,0,2,2,2,0
19,2020-03-05T17:00:00,0,Sicilia,2,11,38.11569725,13.3623567,,,0,5,ITA,367,0,18,5,16,0
9,2020-03-05T17:00:00,0,Toscana,1,31,43.76923077,11.25588885,,,23,26,ITA,776,3,61,29,60,23
4,2020-03-05T17:00:00,0,P.A. Trento,0,5,46.06893511,11.12123097,,,2,2,ITA,122,0,7,2,7,2
10,2020-03-05T17:00:00,0,Umbria,0,7,43.10675841,12.38824698,,,0,1,ITA,88,1,9,2,9,0
2,2020-03-05T17:00:00,0,Valle d'Aosta,0,2,45.73750286,7.320149366,,,2,0,ITA,21,0,2,0,2,2
5,2020-03-05T17:00:00,10,Veneto,17,264,45.43490485,12.33845213,,,47,92,ITA,11949,24,407,116,380,35
13,2020-03-06T17:00:00,0,Abruzzo,0,0,42.35122196,13.39843823,,,1,9,ITA,96,0,9,9,9,1
17,2020-03-06T17:00:00,0,Basilicata,0,2,40.63947052,15.80514834,,,2,1,ITA,63,0,3,1,3,2
4,2020-03-06T17:00:00,0,P.A. Bolzano,0,0,46.49933453,11.35662422,,,3,4,ITA,36,0,4,4,4,3
18,2020-03-06T17:00:00,0,Calabria,0,2,38.90597598,16.59440194,,,2,2,ITA,99,0,4,2,4,2
15,2020-03-06T17:00:00,0,Campania,0,45,40.83956555,14.25084984,,,12,12,ITA,471,0,57,12,57,12
8,2020-03-06T17:00:00,37,Emilia-Romagna,17,366,44.49436681,11.3417208,,,172,397,ITA,3136,53,870,450,816,158
6,2020-03-06T17:00:00,0,Friuli Venezia Giulia,3,24,45.6494354,13.76813649,,,10,4,ITA,577,0,31,4,28,7
12,2020-03-06T17:00:00,1,Lazio,3,16,41.89277044,12.48366722,,,10,26,ITA,1373,8,54,34,50,9
7,2020-03-06T17:00:00,3,Liguria,5,7,44.41149315,8.9326992,,,4,12,ITA,229,5,32,17,24,3
3,2020-03-06T17:00:00,135,Lombardia,469,77,45.46679409,9.190347404,,,361,1622,ITA,13556,309,2612,1931,2008,231
11,2020-03-06T17:00:00,4,Marche,0,62,43.61675973,13.5188753,,,35,73,ITA,585,20,159,93,155,35
14,2020-03-06T17:00:00,0,Molise,0,7,41.55774754,14.65916051,,,5,3,ITA,104,2,12,5,12,5
1,2020-03-06T17:00:00,4,Piemonte,0,52,45.0732745,7.680687483,,,35,57,ITA,793,30,143,87,139,33
16,2020-03-06T17:00:00,1,Puglia,1,9,41.12559576,16.86736689,,,3,5,ITA,395,1,17,6,15,3
20,2020-03-06T17:00:00,0,Sardegna,0,3,39.21531192,9.110616306,,,3,2,ITA,99,0,5,2,5,3
19,2020-03-06T17:00:00,0,Sicilia,2,15,38.11569725,13.3623567,,,6,7,ITA,367,0,24,7,22,6
9,2020-03-06T17:00:00,0,Toscana,1,38,43.76923077,11.25588885,,,18,35,ITA,1097,5,79,40,78,18
4,2020-03-06T17:00:00,0,P.A. Trento,0,6,46.06893511,11.12123097,,,3,4,ITA,122,0,10,4,10,3
10,2020-03-06T17:00:00,0,Umbria,0,12,43.10675841,12.38824698,,,7,2,ITA,110,2,16,4,16,7
2,2020-03-06T17:00:00,0,Valle d'Aosta,0,7,45.73750286,7.320149366,,,5,0,ITA,28,0,7,0,7,5
5,2020-03-06T17:00:00,12,Veneto,22,310,45.43490485,12.33845213,,,81,117,ITA,13023,27,488,144,454,74
13,2020-03-07T18:00:00,0,Abruzzo,0,0,42.35122196,13.39843823,,,2,11,ITA,123,0,11,11,11,2
17,2020-03-07T18:00:00,0,Basilicata,0,2,40.63947052,15.80514834,,,0,1,ITA,75,0,3,1,3,0
4,2020-03-07T18:00:00,0,P.A. Bolzano,0,1,46.49933453,11.35662422,,,5,8,ITA,36,0,9,8,9,5
18,2020-03-07T18:00:00,0,Calabria,0,2,38.90597598,16.59440194,,,0,2,ITA,113,0,4,2,4,0
15,2020-03-07T18:00:00,0,Campania,0,45,40.83956555,14.25084984,,,4,16,ITA,612,0,61,16,61,4
8,2020-03-07T18:00:00,48,Emilia-Romagna,25,409,44.49436681,11.3417208,,,140,464,ITA,3604,64,1010,528,937,121
6,2020-03-07T18:00:00,0,Friuli Venezia Giulia,3,31,45.6494354,13.76813649,,,11,7,ITA,577,1,42,8,39,11
12,2020-03-07T18:00:00,1,Lazio,3,21,41.89277044,12.48366722,,,22,43,ITA,1582,8,76,51,72,22
7,2020-03-07T18:00:00,4,Liguria,5,10,44.41149315,8.9326992,,,19,26,ITA,331,6,51,32,42,18
3,2020-03-07T18:00:00,154,Lombardia,524,722,45.46679409,9.190347404,pd-EN-0002,pd-IT-0002,808,1661,ITA,15778,359,3420,2020,2742,734
11,2020-03-07T18:00:00,6,Marche,0,71,43.61675973,13.5188753,,,48,94,ITA,816,36,207,130,201,46
14,2020-03-07T18:00:00,0,Molise,0,9,41.55774754,14.65916051,,,2,3,ITA,112,2,14,5,14,2
1,2020-03-07T18:00:00,5,Piemonte,0,54,45.0732745,7.680687483,,,64,110,ITA,1046,38,207,148,202,63
16,2020-03-07T18:00:00,2,Puglia,1,12,41.12559576,16.86736689,,,9,9,ITA,395,2,26,11,23,8
20,2020-03-07T18:00:00,0,Sardegna,0,3,39.21531192,9.110616306,,,0,2,ITA,99,0,5,2,5,0
19,2020-03-07T18:00:00,0,Sicilia,2,25,38.11569725,13.3623567,,,11,8,ITA,643,0,35,8,33,11
9,2020-03-07T18:00:00,0,Toscana,1,51,43.76923077,11.25588885,,,34,54,ITA,1331,7,113,61,112,34
4,2020-03-07T18:00:00,0,P.A. Trento,0,7,46.06893511,11.12123097,,,4,6,ITA,194,1,14,7,14,4
10,2020-03-07T18:00:00,0,Umbria,0,20,43.10675841,12.38824698,,,8,2,ITA,134,2,24,4,24,8
2,2020-03-07T18:00:00,0,Valle d'Aosta,0,7,45.73750286,7.320149366,,,1,1,ITA,32,0,8,1,8,1
5,2020-03-07T18:00:00,13,Veneto,25,341,45.43490485,12.33845213,,,55,123,ITA,14429,41,543,164,505,51
13,2020-03-08T18:00:00,0,Abruzzo,0,3,42.35122196,13.39843823,,,6,14,ITA,163,0,17,14,17,6
